CUSTOMER;AGE;GENDER;OCCUPATION;TOTAL_INCOME;AREA;OBJECT_VER_NEW
3818;48;L;WIRASWASTA NON FORMAL;10500000;02. JABAR;MOTOR BARU
3819;55;L;WIRASWASTA NON FORMAL;13000000;02. JABAR;MOBIL BARU
3820;31;L;PEG.SWASTA FORMAL;10574365;02. JABAR;MOBIL BARU
3821;36;P;WIRASWASTA NON FORMAL;5100000;02. JABAR;MOTOR BARU
3822;40;L;WIRASWASTA NON FORMAL;31592500;02. JABAR;MOBIL BARU
3823;32;L;WIRASWASTA NON FORMAL;5700000;02. JABAR;DURABLE
3824;25;L;PEG.SWASTA FORMAL;4500000;02. JABAR;2W_MPL
3825;48;L;WIRASWASTA NON FORMAL;7000000;03. JATIM;MOTOR BARU
3826;28;P;PEG.SWASTA FORMAL;3200000;04. JATENG;MOTOR BARU
3827;47;P;PEG.SWASTA NON FORMAL;3200000;04. JATENG;MOTOR BARU
3828;29;L;WIRASWASTA NON FORMAL;3500000;03. JATIM;MOTOR BARU
3829;43;L;WIRASWASTA NON FORMAL;5000000;09. SUMATERA SELATAN;MOTOR BARU
3830;26;P;PEG.SWASTA FORMAL;1500000;07. BALI & NTT/B;2W_MPL
3831;37;L;WIRASWASTA NON FORMAL;8000000;03. JATIM;MOTOR BARU
3832;33;P;PEG.SWASTA FORMAL;5000000;03. JATIM;MOTOR BEKAS
3833;47;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
3834;31;L;WIRASWASTA NON FORMAL;5450000;04. JATENG;MOTOR BEKAS
3835;27;P;PEG.SWASTA FORMAL;3050000;04. JATENG;MOTOR BARU
3836;37;L;WIRASWASTA NON FORMAL;3000000;09. SUMATERA SELATAN;MOTOR BARU
3837;30;L;PEG.SWASTA FORMAL;7000000;09. SUMATERA SELATAN;MOTOR BARU
3838;42;L;WIRASWASTA NON FORMAL;3000000;09. SUMATERA SELATAN;MOTOR BARU
3839;46;L;WIRASWASTA NON FORMAL;4000000;09. SUMATERA SELATAN;MOTOR BARU
3840;30;L;WIRASWASTA NON FORMAL;9500000;04. JATENG;MOTOR BARU
3841;33;P;WIRASWASTA FORMAL;15000000;07. BALI & NTT/B;MOTOR BARU
3842;43;L;WIRASWASTA NON FORMAL;4000000;07. BALI & NTT/B;2W_MPL
3843;25;L;PEG.SWASTA NON FORMAL;1750000;04. JATENG;MOTOR BEKAS
3844;31;L;PROFESIONAL;4450000;04. JATENG;2W_MPL
3845;27;L;WIRASWASTA NON FORMAL;3000000;04. JATENG;MOTOR BARU
3846;53;P;PEG.NEGERI;5500000;04. JATENG;MOTOR BARU
3847;59;L;WIRASWASTA NON FORMAL;3000000;04. JATENG;MOTOR BARU
3848;25;L;PEG.SWASTA NON FORMAL;3700000;04. JATENG;2W_MPL
3849;38;L;PEG.NEGERI;6000000;04. JATENG;MOTOR BARU
3850;40;P;WIRASWASTA NON FORMAL;10900000;04. JATENG;MOBIL BARU
3851;24;L;PEG.SWASTA FORMAL;1500000;04. JATENG;MOTOR BEKAS
3852;24;L;PEG.SWASTA NON FORMAL;1700000;04. JATENG;MOTOR BEKAS
3853;52;L;PEG.SWASTA NON FORMAL;3500000;04. JATENG;MOTOR BARU
3854;55;L;WIRASWASTA NON FORMAL;5000000;04. JATENG;MOTOR BARU
3855;35;L;WIRASWASTA NON FORMAL;5000000;04. JATENG;MOTOR BARU
3856;46;L;WIRASWASTA NON FORMAL;10000000;04. JATENG;MOTOR BARU
3857;20;L;PEG.SWASTA NON FORMAL;2200000;04. JATENG;MOTOR BEKAS
3858;42;L;WIRASWASTA NON FORMAL;5000000;04. JATENG;2W_MPL
3859;34;L;WIRASWASTA NON FORMAL;3500000;04. JATENG;2W_MPL
3860;20;P;PEG.SWASTA NON FORMAL;4000000;04. JATENG;MOTOR BARU
3861;20;L;PEG.SWASTA FORMAL;4200000;04. JATENG;MOTOR BARU
3862;25;L;WIRASWASTA FORMAL;3000000;07. BALI & NTT/B;MOTOR BEKAS
3863;31;L;PEG.SWASTA FORMAL;4000000;07. BALI & NTT/B;MOTOR BARU
3864;49;L;WIRASWASTA NON FORMAL;5000000;07. BALI & NTT/B;MOTOR BEKAS
3865;43;L;WIRASWASTA NON FORMAL;11000000;04. JATENG;MOBIL BARU
3866;41;P;WIRASWASTA NON FORMAL;7100000;04. JATENG;MOTOR BARU
3867;51;L;PEG.SWASTA FORMAL;7500000;07. BALI & NTT/B;MOTOR BARU
3868;36;L;PEG.SWASTA FORMAL;6000000;07. BALI & NTT/B;MOTOR BARU
3869;32;L;PEG.SWASTA FORMAL;3800000;07. BALI & NTT/B;MOTOR BARU
3870;37;L;PEG.SWASTA FORMAL;6700000;03. JATIM;MOTOR BARU
3871;58;L;WIRASWASTA NON FORMAL;5500000;03. JATIM;MOTOR BARU
3872;42;L;WIRASWASTA NON FORMAL;3600000;03. JATIM;MOTOR BARU
3873;34;L;WIRASWASTA NON FORMAL;2200000;03. JATIM;MOTOR BEKAS
3874;47;P;PEG.SWASTA FORMAL;4750000;04. JATENG;MOTOR BARU
3875;30;L;PEG.SWASTA FORMAL;3500000;08. SUMATERA UTARA;MOTOR BARU
3876;21;L;PEG.SWASTA FORMAL;2700000;04. JATENG;MOTOR BARU
3877;21;L;PEG.SWASTA FORMAL;1500000;04. JATENG;2W_MPL
3878;48;L;WIRASWASTA NON FORMAL;38000000;04. JATENG;MOBIL BARU
3879;33;L;PEG.SWASTA FORMAL;2300000;04. JATENG;MOTOR BEKAS
3880;45;L;PROFESIONAL;3500000;04. JATENG;MOTOR BEKAS
3881;56;L;WIRASWASTA NON FORMAL;7733000;04. JATENG;MOTOR BARU
3882;27;L;WIRASWASTA NON FORMAL;11500000;08. SUMATERA UTARA;MOBIL BARU
3883;31;L;WIRASWASTA NON FORMAL;13500000;08. SUMATERA UTARA;MOBIL BEKAS
3884;24;P;PEG.SWASTA FORMAL;3160000;04. JATENG;MOTOR BARU
3885;55;L;WIRASWASTA NON FORMAL;3000000;04. JATENG;MOTOR BARU
3886;34;L;WIRASWASTA NON FORMAL;11500000;05. KALIMANTAN;MOBIL BARU
3887;23;L;PEG.SWASTA FORMAL;7000000;05. KALIMANTAN;MOTOR BARU
3888;34;L;WIRASWASTA NON FORMAL;5000000;05. KALIMANTAN;MOTOR BARU
3889;52;L;WIRASWASTA NON FORMAL;8000000;05. KALIMANTAN;MOTOR BEKAS
3890;41;L;PEG.SWASTA FORMAL;5000000;02. JABAR;MOTOR BARU
3891;43;L;PEG.SWASTA FORMAL;8000000;03. JATIM;MOTOR BARU
3892;35;L;WIRASWASTA NON FORMAL;7000000;03. JATIM;2W_MPL
3893;43;L;WIRASWASTA NON FORMAL;4500000;02. JABAR;MOTOR BEKAS
3894;42;L;WIRASWASTA NON FORMAL;4000000;09. SUMATERA SELATAN;2W_MPL
3895;26;P;WIRASWASTA NON FORMAL;3000000;09. SUMATERA SELATAN;MOTOR BEKAS
3896;41;P;WIRASWASTA NON FORMAL;7000000;03. JATIM;MOTOR BARU
3897;43;P;PEG.NEGERI;5000000;02. JABAR;MOTOR BARU
3898;29;L;WIRASWASTA FORMAL;9000000;09. SUMATERA SELATAN;2W_MPL
3899;45;L;WIRASWASTA NON FORMAL;5000000;02. JABAR;MOTOR BARU
3900;24;L;WIRASWASTA NON FORMAL;5000000;02. JABAR;MOTOR BARU
3901;45;L;PROFESIONAL;3600000;02. JABAR;MOTOR BARU
3902;38;L;PEG.SWASTA FORMAL;5000000;07. BALI & NTT/B;MOTOR BARU
3903;23;L;PEG.SWASTA FORMAL;3500000;09. SUMATERA SELATAN;MOTOR BARU
3904;39;L;PEG.NEGERI;3500000;07. BALI & NTT/B;MOTOR BEKAS
3905;44;P;WIRASWASTA NON FORMAL;6620000;09. SUMATERA SELATAN;MOTOR BARU
3906;35;L;WIRASWASTA NON FORMAL;4000000;06. SULAWESI;2W_MPL
3907;32;P;WIRASWASTA NON FORMAL;15000000;05. KALIMANTAN;MOTOR BARU
3908;51;L;WIRASWASTA NON FORMAL;3000000;07. BALI & NTT/B;MOTOR BARU
3909;39;L;PEG.SWASTA NON FORMAL;3000000;09. SUMATERA SELATAN;MOTOR BARU
3910;48;L;WIRASWASTA NON FORMAL;5000000;09. SUMATERA SELATAN;MOTOR BARU
3911;22;L;PEG.SWASTA FORMAL;2500000;05. KALIMANTAN;MOTOR BEKAS
3912;25;L;WIRASWASTA NON FORMAL;5000000;05. KALIMANTAN;MOTOR BEKAS
3913;22;L;PEG.SWASTA FORMAL;3000000;09. SUMATERA SELATAN;MOTOR BARU
3914;59;L;PEG.SWASTA FORMAL;4500000;09. SUMATERA SELATAN;MOTOR BARU
3915;30;L;WIRASWASTA NON FORMAL;4590000;09. SUMATERA SELATAN;MOTOR BARU
3916;32;P;PEG.SWASTA FORMAL;2900000;05. KALIMANTAN;MOTOR BEKAS
3917;34;L;PEG.SWASTA FORMAL;4500000;05. KALIMANTAN;MOTOR BEKAS
3918;31;P;PEG.SWASTA NON FORMAL;2000000;05. KALIMANTAN;DURABLE
3919;57;L;WIRASWASTA NON FORMAL;5500000;05. KALIMANTAN;MOTOR BARU
3920;24;L;PEG.SWASTA FORMAL;4500000;05. KALIMANTAN;MOTOR BARU
3921;41;L;WIRASWASTA NON FORMAL;8000000;05. KALIMANTAN;MOTOR BARU
3922;42;L;WIRASWASTA NON FORMAL;4500000;05. KALIMANTAN;MOTOR BEKAS
3923;52;L;PEG.NEGERI;8800000;05. KALIMANTAN;MOTOR BARU
3924;25;L;PEG.SWASTA NON FORMAL;6700000;05. KALIMANTAN;MOTOR BARU
3925;38;L;PEG.SWASTA FORMAL;2700000;02. JABAR;2W_MPL
3926;29;P;WIRASWASTA NON FORMAL;3400000;09. SUMATERA SELATAN;MOTOR BARU
3927;29;L;PEG.SWASTA FORMAL;4800000;09. SUMATERA SELATAN;MOTOR BEKAS
3928;32;P;WIRASWASTA NON FORMAL;3600000;09. SUMATERA SELATAN;MOTOR BEKAS
3929;48;L;WIRASWASTA NON FORMAL;4700000;03. JATIM;MOTOR BARU
3930;37;L;WIRASWASTA NON FORMAL;2200000;02. JABAR;MOTOR BARU
3931;46;P;PEG.SWASTA FORMAL;15250000;07. BALI & NTT/B;MOBIL BEKAS
3932;28;P;PEG.SWASTA FORMAL;8600000;09. SUMATERA SELATAN;MOTOR BARU
3933;29;P;PEG.SWASTA NON FORMAL;5000000;07. BALI & NTT/B;2W_MPL
3934;32;L;PEG.SWASTA FORMAL;3500000;09. SUMATERA SELATAN;MOTOR BARU
3935;31;L;WIRASWASTA NON FORMAL;3000000;07. BALI & NTT/B;MOTOR BARU
3936;45;P;WIRASWASTA NON FORMAL;24500000;07. BALI & NTT/B;MOBIL BARU
3937;21;P;WIRASWASTA NON FORMAL;5000000;06. SULAWESI;MOTOR BEKAS
3938;40;L;WIRASWASTA NON FORMAL;5000000;05. KALIMANTAN;2W_MPL
3939;30;L;PEG.SWASTA FORMAL;13000000;05. KALIMANTAN;MOTOR BARU
3940;21;L;PEG.SWASTA FORMAL;3500000;05. KALIMANTAN;MOTOR BEKAS
3941;18;L;PEG.SWASTA FORMAL;5500000;05. KALIMANTAN;MOTOR BARU
3942;46;L;PEG.SWASTA FORMAL;3000000;07. BALI & NTT/B;MOTOR BARU
3943;56;L;WIRASWASTA NON FORMAL;7000000;09. SUMATERA SELATAN;MOTOR BARU
3944;21;P;PEG.SWASTA FORMAL;2500000;09. SUMATERA SELATAN;MOTOR BARU
3945;30;L;WIRASWASTA FORMAL;10088000;05. KALIMANTAN;MOTOR BARU
3946;34;L;PEG.SWASTA NON FORMAL;2500000;05. KALIMANTAN;MOTOR BEKAS
3947;37;P;PEG.SWASTA FORMAL;4700000;05. KALIMANTAN;MOTOR BARU
3948;48;L;PEG.NEGERI;4500000;05. KALIMANTAN;MOTOR BARU
3949;26;L;PEG.SWASTA NON FORMAL;3500000;05. KALIMANTAN;MOTOR BEKAS
3950;47;L;PEG.SWASTA FORMAL;6331000;05. KALIMANTAN;MOTOR BEKAS
3951;33;L;PEG.SWASTA FORMAL;9000000;05. KALIMANTAN;MOTOR BARU
3952;43;L;PEG.SWASTA FORMAL;11500000;05. KALIMANTAN;2W_MPL
3953;34;L;PEG.SWASTA FORMAL;5857700;03. JATIM;MOTOR BARU
3954;45;L;PEG.NEGERI;4300000;03. JATIM;MOTOR BARU
3955;38;L;PEG.SWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
3956;19;L;PEG.SWASTA NON FORMAL;3700000;03. JATIM;MOTOR BARU
3957;51;L;PEG.SWASTA FORMAL;6000000;03. JATIM;MOTOR BARU
3958;57;L;WIRASWASTA NON FORMAL;5000000;04. JATENG;MOTOR BARU
3959;27;P;PEG.SWASTA FORMAL;2800000;04. JATENG;MOTOR BARU
3960;29;P;PEG.SWASTA FORMAL;3600000;09. SUMATERA SELATAN;MOTOR BARU
3961;45;L;WIRASWASTA NON FORMAL;4500000;09. SUMATERA SELATAN;MOTOR BARU
3962;43;L;PEG.SWASTA NON FORMAL;3000000;04. JATENG;MOTOR BARU
3963;22;L;PEG.SWASTA FORMAL;4000000;07. BALI & NTT/B;MOTOR BARU
3964;41;L;WIRASWASTA NON FORMAL;12258700;05. KALIMANTAN;MOBIL BARU
3965;38;L;PEG.SWASTA FORMAL;10000000;05. KALIMANTAN;MOBIL BEKAS
3966;44;L;WIRASWASTA NON FORMAL;8700000;05. KALIMANTAN;MOBIL BEKAS
3967;58;L;PEG.SWASTA FORMAL;15000000;05. KALIMANTAN;MOBIL BEKAS
3968;29;L;PEG.SWASTA FORMAL;5000000;05. KALIMANTAN;MOTOR BEKAS
3969;36;L;WIRASWASTA NON FORMAL;25000000;05. KALIMANTAN;2W_MPL
3970;24;L;PEG.SWASTA FORMAL;5050000;05. KALIMANTAN;MOTOR BARU
3971;53;L;WIRASWASTA NON FORMAL;4000000;05. KALIMANTAN;MOTOR BARU
3972;43;P;WIRASWASTA NON FORMAL;3500000;01. JABOTABEK;2W_MPL
3973;35;L;PEG.SWASTA NON FORMAL;2500000;04. JATENG;2W_MPL
3974;28;P;PEG.SWASTA FORMAL;4200000;03. JATIM;2W_MPL
3975;40;P;PROFESIONAL;3500000;01. JABOTABEK;MOTOR BARU
3976;44;L;WIRASWASTA FORMAL;10000000;01. JABOTABEK;MOTOR BARU
3977;43;L;PEG.SWASTA NON FORMAL;3000000;01. JABOTABEK;MOTOR BEKAS
3978;42;P;PEG.NEGERI;4400000;04. JATENG;MOTOR BARU
3979;29;P;PEG.SWASTA FORMAL;3600000;04. JATENG;MOTOR BARU
3980;40;L;WIRASWASTA NON FORMAL;5000000;04. JATENG;MOTOR BEKAS
3981;41;L;PEG.SWASTA FORMAL;3300000;04. JATENG;MOTOR BARU
3982;25;P;PEG.SWASTA FORMAL;2500000;08. SUMATERA UTARA;MOTOR BARU
3983;26;L;WIRASWASTA NON FORMAL;22500000;05. KALIMANTAN;MOTOR BARU
3984;41;L;PEG.SWASTA FORMAL;4700000;05. KALIMANTAN;MOTOR BARU
3985;37;L;PEG.SWASTA FORMAL;3800000;01. JABOTABEK;MOTOR BEKAS
3986;30;P;PEG.SWASTA FORMAL;3500000;05. KALIMANTAN;MOTOR BARU
3987;38;L;WIRASWASTA NON FORMAL;7000000;06. SULAWESI;MOTOR BARU
3988;30;P;WIRASWASTA NON FORMAL;3000000;06. SULAWESI;MOTOR BEKAS
3989;54;P;WIRASWASTA NON FORMAL;4000000;06. SULAWESI;MOTOR BARU
3990;27;P;WIRASWASTA NON FORMAL;4750000;09. SUMATERA SELATAN;2W_MPL
3991;48;P;WIRASWASTA NON FORMAL;3700000;09. SUMATERA SELATAN;2W_MPL
3992;48;L;WIRASWASTA NON FORMAL;4750000;09. SUMATERA SELATAN;MOTOR BARU
3993;21;P;WIRASWASTA NON FORMAL;6500000;07. BALI & NTT/B;MOTOR BARU
3994;52;L;PEG.NEGERI;19184200;07. BALI & NTT/B;MOBIL BEKAS
3995;35;P;PEG.NEGERI;9534400;07. BALI & NTT/B;MOBIL BEKAS
3996;35;L;PEG.SWASTA NON FORMAL;4500000;09. SUMATERA SELATAN;MOTOR BARU
3997;35;L;PEG.SWASTA FORMAL;4650000;09. SUMATERA SELATAN;MOTOR BARU
3998;39;L;WIRASWASTA NON FORMAL;5000000;07. BALI & NTT/B;MOTOR BEKAS
3999;42;L;WIRASWASTA FORMAL;30000000;07. BALI & NTT/B;4W_MPL
4000;43;L;WIRASWASTA NON FORMAL;4000000;09. SUMATERA SELATAN;MOTOR BARU
4001;25;P;WIRASWASTA NON FORMAL;4000000;07. BALI & NTT/B;MOTOR BARU
4002;38;L;WIRASWASTA NON FORMAL;3500000;07. BALI & NTT/B;MOTOR BARU
4003;19;P;PEG.SWASTA FORMAL;2172000;07. BALI & NTT/B;MOTOR BARU
4004;25;L;WIRASWASTA NON FORMAL;3000000;07. BALI & NTT/B;MOTOR BARU
4005;33;P;PEG.SWASTA FORMAL;2500000;07. BALI & NTT/B;DURABLE
4006;36;L;WIRASWASTA NON FORMAL;5000000;09. SUMATERA SELATAN;MOTOR BARU
4007;46;P;PEG.NEGERI;6000000;06. SULAWESI;MOTOR BEKAS
4008;24;P;PEG.SWASTA NON FORMAL;3500000;05. KALIMANTAN;DURABLE
4009;28;L;PEG.SWASTA NON FORMAL;4825000;05. KALIMANTAN;MOTOR BEKAS
4010;31;P;PEG.SWASTA FORMAL;2750000;07. BALI & NTT/B;MOTOR BARU
4011;60;L;WIRASWASTA NON FORMAL;2500000;06. SULAWESI;2W_MPL
4012;31;L;PEG.SWASTA FORMAL;4000000;09. SUMATERA SELATAN;MOTOR BARU
4013;43;L;WIRASWASTA NON FORMAL;2000000;05. KALIMANTAN;MOTOR BEKAS
4014;48;L;PEG.SWASTA FORMAL;3000000;09. SUMATERA SELATAN;MOTOR BARU
4015;22;L;PEG.SWASTA NON FORMAL;3000000;05. KALIMANTAN;2W_MPL
4016;32;L;PEG.SWASTA FORMAL;4640000;05. KALIMANTAN;2W_MPL
4017;22;P;WIRASWASTA NON FORMAL;4700000;05. KALIMANTAN;MOTOR BEKAS
4018;64;P;WIRASWASTA NON FORMAL;2000000;05. KALIMANTAN;MOTOR BEKAS
4019;56;L;WIRASWASTA NON FORMAL;19658750;05. KALIMANTAN;MOBIL BEKAS
4020;43;P;PEG.SWASTA FORMAL;5000000;05. KALIMANTAN;MOTOR BEKAS
4021;38;L;PEG.SWASTA NON FORMAL;3600000;05. KALIMANTAN;MOTOR BARU
4022;22;P;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
4023;53;L;PEG.NEGERI;5200000;03. JATIM;MOTOR BARU
4024;33;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
4025;40;L;WIRASWASTA FORMAL;9000000;03. JATIM;MOTOR BARU
4026;40;P;WIRASWASTA NON FORMAL;8000000;03. JATIM;MOTOR BARU
4027;39;L;PEG.SWASTA FORMAL;5000000;03. JATIM;MOTOR BARU
4028;38;L;WIRASWASTA NON FORMAL;8000000;04. JATENG;MOTOR BEKAS
4029;40;L;WIRASWASTA NON FORMAL;7000000;01. JABOTABEK;MOTOR BEKAS
4030;42;P;WIRASWASTA NON FORMAL;4000000;04. JATENG;MOTOR BARU
4031;48;L;WIRASWASTA NON FORMAL;3000000;04. JATENG;MOTOR BARU
4032;22;L;PEG.SWASTA FORMAL;4700000;04. JATENG;MOTOR BARU
4033;29;L;PEG.SWASTA FORMAL;5500000;04. JATENG;MOTOR BARU
4034;47;P;WIRASWASTA NON FORMAL;7500000;04. JATENG;MOTOR BARU
4035;37;L;PEG.SWASTA NON FORMAL;5000000;01. JABOTABEK;MOTOR BEKAS
4036;55;L;PEG.SWASTA FORMAL;8000000;01. JABOTABEK;2W_MPL
4037;25;L;WIRASWASTA FORMAL;7000000;01. JABOTABEK;MOTOR BARU
4038;22;P;PEG.SWASTA FORMAL;5000000;01. JABOTABEK;MOTOR BARU
4039;54;L;PEG.NEGERI;4000000;04. JATENG;MOTOR BEKAS
4040;25;L;PEG.SWASTA NON FORMAL;1680000;04. JATENG;MOTOR BARU
4041;37;L;WIRASWASTA NON FORMAL;3000000;04. JATENG;MOTOR BEKAS
4042;26;L;PEG.SWASTA FORMAL;5000000;04. JATENG;MOTOR BARU
4043;49;L;WIRASWASTA FORMAL;4500000;04. JATENG;MOTOR BARU
4044;36;L;WIRASWASTA NON FORMAL;3000000;04. JATENG;MOTOR BARU
4045;33;L;WIRASWASTA NON FORMAL;3900000;04. JATENG;2W_MPL
4046;28;L;WIRASWASTA NON FORMAL;2950000;04. JATENG;2W_MPL
4047;22;L;WIRASWASTA NON FORMAL;6600000;04. JATENG;MOTOR BARU
4048;33;L;PEG.SWASTA FORMAL;4000000;04. JATENG;MOTOR BARU
4049;33;L;WIRASWASTA NON FORMAL;4000000;04. JATENG;MOTOR BARU
4050;52;P;WIRASWASTA NON FORMAL;5000000;04. JATENG;MOTOR BEKAS
4051;23;L;PEG.SWASTA NON FORMAL;2950000;04. JATENG;2W_MPL
4052;46;L;WIRASWASTA NON FORMAL;3800000;05. KALIMANTAN;MOTOR BARU
4053;29;L;PEG.SWASTA FORMAL;7000000;05. KALIMANTAN;MOTOR BARU
4054;49;L;PEG.SWASTA FORMAL;5500000;03. JATIM;MOTOR BARU
4055;38;P;WIRASWASTA NON FORMAL;5500000;03. JATIM;MOTOR BARU
4056;36;L;PEG.SWASTA FORMAL;4550000;03. JATIM;MOTOR BARU
4057;28;L;PEG.SWASTA NON FORMAL;3700000;04. JATENG;MOTOR BEKAS
4058;31;L;PEG.SWASTA NON FORMAL;2500000;04. JATENG;MOTOR BEKAS
4059;28;L;PEG.SWASTA NON FORMAL;3200000;04. JATENG;MOTOR BARU
4060;34;P;PEG.SWASTA FORMAL;4200000;04. JATENG;MOTOR BARU
4061;40;L;WIRASWASTA NON FORMAL;5000000;04. JATENG;MOTOR BARU
4062;52;L;PEG.NEGERI;5500000;04. JATENG;MOTOR BARU
4063;49;L;WIRASWASTA NON FORMAL;9000000;04. JATENG;MOTOR BARU
4064;48;P;WIRASWASTA FORMAL;20000000;04. JATENG;MOTOR BARU
4065;44;P;WIRASWASTA NON FORMAL;9600000;08. SUMATERA UTARA;MOTOR BARU
4066;29;L;PEG.SWASTA NON FORMAL;6000000;03. JATIM;2W_MPL
4067;26;L;PEG.SWASTA FORMAL;3250000;04. JATENG;MOTOR BARU
4068;23;L;PEG.SWASTA NON FORMAL;2000000;04. JATENG;MOTOR BARU
4069;55;L;WIRASWASTA NON FORMAL;4000000;04. JATENG;MOTOR BEKAS
4070;45;L;WIRASWASTA NON FORMAL;6500000;04. JATENG;MOTOR BARU
4071;33;L;WIRASWASTA FORMAL;12000000;04. JATENG;MOBIL BARU
4072;58;L;PEG.SWASTA FORMAL;2000000;04. JATENG;MOTOR BARU
4073;27;P;PEG.SWASTA FORMAL;3000000;08. SUMATERA UTARA;MOTOR BARU
4074;49;L;WIRASWASTA NON FORMAL;3300000;04. JATENG;MOTOR BARU
4075;41;P;PEG.SWASTA FORMAL;2700000;04. JATENG;MOTOR BARU
4076;38;L;WIRASWASTA NON FORMAL;1600000;04. JATENG;MOTOR BEKAS
4077;45;P;WIRASWASTA NON FORMAL;10800000;05. KALIMANTAN;MOTOR BARU
4078;35;P;WIRASWASTA NON FORMAL;38026800;05. KALIMANTAN;MOBIL BARU
4079;33;L;WIRASWASTA NON FORMAL;10500000;05. KALIMANTAN;MOBIL BARU
4080;33;L;WIRASWASTA NON FORMAL;11000000;05. KALIMANTAN;4W_MPL
4081;29;P;WIRASWASTA NON FORMAL;20000000;05. KALIMANTAN;MOBIL BARU
4082;32;P;WIRASWASTA FORMAL;7600000;05. KALIMANTAN;MOTOR BEKAS
4083;44;P;WIRASWASTA NON FORMAL;3000000;05. KALIMANTAN;2W_MPL
4084;24;L;PEG.SWASTA FORMAL;3780000;05. KALIMANTAN;MOTOR BEKAS
4085;25;P;WIRASWASTA NON FORMAL;6000000;05. KALIMANTAN;MOTOR BARU
4086;46;L;WIRASWASTA NON FORMAL;5000000;05. KALIMANTAN;MOTOR BEKAS
4087;30;P;PEG.SWASTA FORMAL;6500000;05. KALIMANTAN;MOTOR BARU
4088;48;L;PEG.NEGERI;3500000;05. KALIMANTAN;MOTOR BARU
4089;45;L;WIRASWASTA NON FORMAL;4000000;05. KALIMANTAN;MOTOR BARU
4090;47;L;PEG.SWASTA FORMAL;7900000;03. JATIM;4W_MPL
4091;61;P;WIRASWASTA NON FORMAL;5000000;04. JATENG;DURABLE
4092;34;L;WIRASWASTA NON FORMAL;2400000;08. SUMATERA UTARA;2W_MPL
4093;39;P;WIRASWASTA NON FORMAL;5500000;08. SUMATERA UTARA;2W_MPL
4094;51;L;WIRASWASTA NON FORMAL;4500000;01. JABOTABEK;MOTOR BARU
4095;39;L;WIRASWASTA NON FORMAL;5200000;04. JATENG;MOTOR BARU
4096;38;L;WIRASWASTA NON FORMAL;4000000;04. JATENG;DURABLE
4097;38;P;WIRASWASTA NON FORMAL;3300000;08. SUMATERA UTARA;DURABLE
4098;50;L;PEG.SWASTA FORMAL;5000000;05. KALIMANTAN;2W_MPL
4099;50;P;WIRASWASTA NON FORMAL;9714000;05. KALIMANTAN;2W_MPL
4100;31;L;WIRASWASTA NON FORMAL;4000000;05. KALIMANTAN;MOTOR BARU
4101;33;P;PEG.NEGERI;4000000;05. KALIMANTAN;MOTOR BARU
4102;56;P;WIRASWASTA NON FORMAL;4000000;05. KALIMANTAN;MOTOR BARU
4103;33;L;PEG.SWASTA FORMAL;3500000;05. KALIMANTAN;MOTOR BARU
4104;51;P;PEG.SWASTA FORMAL;3000000;03. JATIM;MOTOR BEKAS
4105;28;L;WIRASWASTA NON FORMAL;5000000;06. SULAWESI;MOTOR BARU
4106;23;L;WIRASWASTA NON FORMAL;3000000;06. SULAWESI;MOTOR BARU
4107;51;L;WIRASWASTA NON FORMAL;2500000;06. SULAWESI;2W_MPL
4108;37;L;PEG.SWASTA FORMAL;2800000;06. SULAWESI;MOTOR BARU
4109;24;P;WIRASWASTA NON FORMAL;5100000;06. SULAWESI;MOTOR BARU
4110;53;P;PEG.NEGERI;4000000;06. SULAWESI;MOTOR BARU
4111;34;L;WIRASWASTA NON FORMAL;2500000;06. SULAWESI;MOTOR BEKAS
4112;36;L;WIRASWASTA NON FORMAL;5000000;06. SULAWESI;MOTOR BARU
4113;40;P;WIRASWASTA NON FORMAL;10300000;06. SULAWESI;4W_MPL
4114;38;L;WIRASWASTA NON FORMAL;4300000;06. SULAWESI;MOTOR BARU
4115;42;P;WIRASWASTA FORMAL;14000000;01. JABOTABEK;MOTOR BARU
4116;49;P;WIRASWASTA NON FORMAL;4500000;01. JABOTABEK;MOTOR BARU
4117;23;P;PEG.SWASTA FORMAL;4300000;04. JATENG;MOTOR BARU
4118;41;P;WIRASWASTA NON FORMAL;7000000;04. JATENG;MOTOR BARU
4119;50;L;WIRASWASTA NON FORMAL;12675000;09. SUMATERA SELATAN;MOBIL BEKAS
4120;24;L;PEG.SWASTA NON FORMAL;3500000;08. SUMATERA UTARA;2W_MPL
4121;31;L;PEG.SWASTA FORMAL;17370000;07. BALI & NTT/B;MOBIL BEKAS
4122;51;P;NULL;0;08. SUMATERA UTARA;MOTOR BARU
4123;23;L;PEG.SWASTA FORMAL;2600000;07. BALI & NTT/B;MOTOR BEKAS
4124;28;L;PEG.SWASTA FORMAL;1800000;07. BALI & NTT/B;MOTOR BEKAS
4125;37;P;WIRASWASTA FORMAL;2500000;07. BALI & NTT/B;MOTOR BEKAS
4126;37;P;PEG.SWASTA FORMAL;5500000;07. BALI & NTT/B;MOTOR BARU
